minutes_working_since_last_maintenance,maintenance,chlorine_level_ppm,electric_supply,provider,team
150,0,2.40726,13.83048,providerA,teamA
165,0,4.09328,14.97618,providerA,teamA
180,0,3.1943,9.46515,providerA,teamA
195,0,1.58651,19.43211,providerA,teamA
210,0,2.67834,19.36273,providerA,teamA
225,0,2.4178,19.47076,providerA,teamA
240,0,0.30678,12.75652,providerA,teamA
255,0,3.23303,17.68208,providerA,teamA
270,0,3.53222,14.70834,providerA,teamA
285,0,1.26617,18.99434,providerA,teamA
300,0,3.70531,15.77842,providerA,teamA
315,0,4.53808,16.77828,providerA,teamA
330,0,3.48682,19.23234,providerA,teamA
345,0,0.84704,17.92303,providerA,teamA
360,0,1.06788,17.43616,providerA,teamA
375,0,3.25575,11.88567,providerA,teamA
390,0,4.49387,10.09472,providerA,teamA
405,0,1.78917,14.22631,providerA,teamA
420,0,2.80727,7.06144,providerA,teamA
435,0,1.58627,9.59918,providerA,teamA
450,0,1.06424,4.89454,providerA,teamA
465,0,3.79564,11.75563,providerA,teamA
480,0,3.93115,4.25861,providerA,teamA
495,0,0.61537,9.69414,providerA,teamA
510,0,4.25084,5.98417,providerA,teamA
525,0,0.35277,13.80365,providerA,teamA
540,0,3.52283,19.54858,providerA,teamA
555,0,1.98119,12.9195,providerA,teamA
570,0,4.95127,8.63942,providerA,teamA
585,0,1.04507,19.62299,providerA,teamA
600,0,4.15117,10.38645,providerA,teamA
615,0,3.06922,19.88182,providerA,teamA
630,0,1.60195,7.25375,providerA,teamA
645,0,4.87681,7.70375,providerA,teamA
660,0,2.76726,8.30375,providerA,teamA
675,0,3.46545,9.05375,providerA,teamA
690,0,3.98949,9.95375,providerA,teamA
705,0,1.68712,11.00375,providerA,teamA
720,0,4.0708,12.20375,providerA,teamA
735,0,4.94287,13.55375,providerA,teamA
750,0,4.85047,15.05375,providerA,teamA
765,0,0.80527,16.70375,providerA,teamA
780,0,1.90382,18.50375,providerA,teamA
795,0,2.0453,20.45375,providerA,teamA
810,0,1.67867,22.55375,providerA,teamA
825,0,3.7106,24.80375,providerA,teamA
840,0,0.12061,27.20375,providerA,teamA
855,0,2.43531,29.75375,providerA,teamA
870,0,1.53535,32.45375,providerA,teamA
885,0,1.47252,35.30375,providerA,teamA
900,0,1.17916,38.30375,providerA,teamA
915,0,4.6102,41.45375,providerA,teamA
930,0,3.25139,44.75375,providerA,teamA
945,0,3.63187,48.20375,providerA,teamA
960,0,4.73437,51.80375,providerA,teamA
975,0,1.25966,55.55375,providerA,teamA
990,0,4.32401,59.45375,providerA,teamA
1005,0,0.67364,63.50375,providerA,teamA
1020,0,2.92337,67.70375,providerA,teamA
1035,0,2.39079,72.05375,providerA,teamA
1050,0,2.81879,76.55375,providerA,teamA
1065,0,0.40628,81.20375,providerA,teamA
1080,0,1.7433,86.00375,providerA,teamA
1095,0,0.3994,90.95375,providerA,teamA
1110,0,1.29207,96.05375,providerA,teamA
1125,0,2.19596,101.30375,providerA,teamA
1140,0,4.25122,106.70375,providerA,teamA
1155,0,0.72501,112.25375,providerA,teamA
1170,0,4.34708,117.95375,providerA,teamA
1185,0,1.35463,123.80375,providerA,teamA
1200,0,1.26888,129.80375,providerA,teamA
1215,0,0.93552,135.95375,providerA,teamA
1230,0,2.8135,142.25375,providerA,teamA
1245,0,4.12337,148.70375,providerA,teamA
1260,0,1.64032,155.30375,providerA,teamA
1275,0,2.72187,162.05375,providerA,teamA
1290,0,3.39377,168.95375,providerA,teamA
1305,0,4.78458,176.00375,providerA,teamA
1320,0,0.32162,183.20375,providerA,teamA
1335,0,2.58462,190.55375,providerA,teamA
1350,0,3.81309,198.05375,providerA,teamA
1365,0,3.34478,205.70375,providerA,teamA
1380,0,4.48289,213.50375,providerA,teamA
1395,0,4.52138,221.45375,providerA,teamA
1410,0,0.4138,229.55375,providerA,teamA
1425,0,2.47972,237.80375,providerA,teamA
0,0,1.836,231.80375,providerA,teamA
15,0,2.08105,225.95375,providerA,teamA
30,0,0.64092,220.25375,providerA,teamA
45,0,4.25952,214.70375,providerA,teamA
60,0,0.19036,209.30375,providerA,teamA
75,0,0.14753,204.05375,providerA,teamA
90,0,1.83582,198.95375,providerA,teamA
105,0,3.76206,194.00375,providerA,teamA
120,1,3.86585,189.20375,providerA,teamA
15,0,2.63492,11.05156,providerA,teamA
30,0,4.01135,12.13362,providerA,teamA
45,0,1.18963,13.50152,providerA,teamA
60,0,1.74095,19.28242,providerA,teamA
75,0,1.88211,19.98551,providerA,teamA
90,0,3.12054,19.24514,providerA,teamA
105,0,2.33672,16.80601,providerA,teamA
120,0,2.0853,7.44268,providerA,teamA
135,0,0.6707,6.10493,providerA,teamA
150,0,3.90701,19.82611,providerA,teamA
165,0,1.57868,10.83695,providerA,teamA
180,0,1.35648,14.17452,providerA,teamA
195,0,4.34924,12.9957,providerA,teamA
210,0,3.32527,16.99041,providerA,teamA
225,0,3.52782,5.25984,providerA,teamA
240,0,1.63154,10.82328,providerA,teamA
255,0,2.30289,17.31072,providerA,teamA
270,0,4.22885,17.29114,providerA,teamA
285,0,1.57475,5.42863,providerA,teamA
300,0,2.67943,16.32451,providerA,teamA
315,0,0.34571,18.86643,providerA,teamA
330,0,0.28793,9.76535,providerA,teamA
345,0,2.20325,11.78402,providerA,teamA
360,0,1.60951,11.34088,providerA,teamA
375,0,2.96575,19.09249,providerA,teamA
390,0,3.46526,9.87515,providerA,teamA
405,0,3.19637,18.52431,providerA,teamA
420,0,1.50587,19.68583,providerA,teamA
435,0,4.04098,4.63244,providerA,teamA
450,0,4.20323,9.23709,providerA,teamA
465,0,4.37203,17.5522,providerA,teamA
480,0,3.70054,15.6784,providerA,teamA
495,0,4.24561,13.42967,providerA,teamA
510,0,2.91765,12.25754,providerA,teamA
525,0,0.67055,10.53556,providerA,teamA
540,0,4.69599,16.96549,providerA,teamA
555,0,4.67539,19.42139,providerA,teamA
570,0,0.90939,12.85324,providerA,teamA
585,0,4.01926,15.0774,providerA,teamA
600,0,1.55723,13.83871,providerA,teamA
615,0,4.17666,19.74847,providerA,teamA
630,0,2.81297,5.40107,providerA,teamA
645,0,1.64293,11.32526,providerA,teamA
660,0,4.97966,6.75568,providerA,teamA
675,0,4.85762,19.58502,providerA,teamA
690,0,0.99513,12.54282,providerA,teamA
705,0,0.45132,9.28597,providerA,teamA
720,0,4.40711,5.21486,providerA,teamA
735,0,4.57975,11.62346,providerA,teamA
750,0,4.44843,13.71943,providerA,teamA
765,0,3.4404,6.69312,providerA,teamA
780,0,2.87778,19.2697,providerA,teamA
795,0,2.80904,21.2197,providerA,teamA
810,0,3.45008,23.3197,providerA,teamA
825,0,3.88776,25.5697,providerA,teamA
840,0,4.24826,27.9697,providerA,teamA
855,0,1.1281,30.5197,providerA,teamA
870,0,4.80859,33.2197,providerA,teamA
885,0,0.85402,36.0697,providerA,teamA
900,0,0.54072,39.0697,providerA,teamA
915,0,3.13201,42.2197,providerA,teamA
930,0,3.02458,45.5197,providerA,teamA
945,0,4.9381,48.9697,providerA,teamA
960,0,1.58206,52.5697,providerA,teamA
975,0,1.22595,56.3197,providerA,teamA
990,0,4.76841,60.2197,providerA,teamA
1005,0,1.3515,64.2697,providerA,teamA
1020,0,3.29527,68.4697,providerA,teamA
1035,0,2.25858,72.8197,providerA,teamA
1050,0,2.37347,77.3197,providerA,teamA
1065,0,3.60973,81.9697,providerA,teamA
1080,0,4.67282,86.7697,providerA,teamA
1095,0,1.22956,91.7197,providerA,teamA
1110,0,4.55071,96.8197,providerA,teamA
1125,0,1.28286,102.0697,providerA,teamA
1140,0,4.80818,107.4697,providerA,teamA
1155,0,4.81232,113.0197,providerA,teamA
1170,0,2.2639,118.7197,providerA,teamA
1185,0,2.37723,124.5697,providerA,teamA
1200,0,4.76774,130.5697,providerA,teamA
1215,0,0.55718,136.7197,providerA,teamA
1230,0,0.20879,143.0197,providerA,teamA
1245,0,1.56336,149.4697,providerA,teamA
1260,0,4.27287,156.0697,providerA,teamA
1275,0,3.65435,162.8197,providerA,teamA
1290,0,3.15895,169.7197,providerA,teamA
1305,0,2.43361,176.7697,providerA,teamA
1320,0,0.98191,183.9697,providerA,teamA
1335,0,2.77764,191.3197,providerA,teamA
1350,0,2.319,198.8197,providerA,teamA
1365,0,0.1297,206.4697,providerA,teamA
1380,0,0.16046,214.2697,providerA,teamA
1395,0,1.85211,222.2197,providerA,teamA
1410,0,3.591,230.3197,providerA,teamA
1425,0,4.86624,238.5697,providerA,teamA
0,0,2.07139,232.5697,providerA,teamA
15,0,3.42657,226.7197,providerA,teamA
30,0,2.64482,221.0197,providerA,teamA
45,0,4.55273,215.4697,providerA,teamA
60,0,2.22857,210.0697,providerA,teamA
75,0,0.61861,204.8197,providerA,teamA
90,0,3.98144,199.7197,providerA,teamA
105,0,4.19132,194.7697,providerA,teamA
120,1,0.54178,189.9697,providerA,teamA
15,0,4.32278,11.04203,providerA,teamA
30,0,4.83206,9.36683,providerA,teamA
45,0,4.08224,13.35242,providerA,teamA
60,0,2.06187,12.08794,providerA,teamA
75,0,2.42497,15.8966,providerA,teamA
90,0,0.11704,18.13661,providerA,teamA
105,0,4.90073,7.03387,providerA,teamA
120,0,4.16047,12.10592,providerA,teamA
135,0,3.40348,19.19128,providerA,teamA
150,0,0.70322,4.11854,providerA,teamA
165,0,3.33571,19.15682,providerA,teamA
180,0,4.42046,13.0799,providerA,teamA
195,0,3.04188,18.16089,providerA,teamA
210,0,3.82561,18.65203,providerA,teamA
225,0,3.81594,8.31146,providerA,teamA
240,0,3.81094,16.14034,providerA,teamA
255,0,4.17705,8.61613,providerA,teamA
270,0,4.1189,15.56142,providerA,teamA
285,0,1.6008,11.50269,providerA,teamA
300,0,2.7724,19.73032,providerA,teamA
315,0,3.68965,6.00905,providerA,teamA
330,0,4.4323,9.8508,providerA,teamA
345,0,2.50118,9.48548,providerA,teamA
360,0,4.65022,18.24302,providerA,teamA
375,0,1.93237,15.35499,providerA,teamA
390,0,4.93517,15.80736,providerA,teamA
405,0,3.47048,18.65285,providerA,teamA
420,0,1.29855,4.49752,providerA,teamA
435,0,4.97083,19.01614,providerA,teamA
450,0,0.16677,14.49145,providerA,teamA
465,0,1.90837,5.61006,providerA,teamA
480,0,3.77612,15.54436,providerA,teamA
495,0,2.42771,18.62816,providerA,teamA
510,0,2.40094,13.79101,providerA,teamA
525,0,2.08224,14.55774,providerA,teamA
540,0,3.71075,14.79748,providerA,teamA
555,0,3.50653,6.57289,providerA,teamA
570,0,1.77556,4.54999,providerA,teamA
585,0,2.17483,14.32793,providerA,teamA
600,0,4.43558,19.20362,providerA,teamA
615,0,2.65032,18.21473,providerA,teamA
630,0,0.62256,7.19976,providerA,teamA
645,0,2.72547,16.10503,providerA,teamA
660,0,2.54942,13.72028,providerA,teamA
675,0,1.34341,13.53211,providerA,teamA
690,0,4.38083,6.51071,providerA,teamA
705,0,4.03519,18.83819,providerA,teamA
720,0,2.90769,11.38654,providerA,teamA
735,0,1.77101,10.9791,providerA,teamA
750,0,1.26731,14.3224,providerA,teamA
765,0,2.62305,12.06548,providerA,teamA
780,0,2.10378,17.94966,providerA,teamA
795,0,4.1079,17.42328,providerA,teamA
810,0,3.65481,9.88384,providerA,teamA
825,0,4.05277,17.21048,providerA,teamA
840,0,1.63909,4.67238,providerA,teamA
855,0,4.24388,9.60372,providerA,teamA
870,0,0.67353,12.30372,providerA,teamA
885,0,0.53721,15.15372,providerA,teamA
900,0,2.48466,18.15372,providerA,teamA
915,0,0.2931,21.30372,providerA,teamA
930,0,4.51678,24.60372,providerA,teamA
945,0,4.24605,28.05372,providerA,teamA
960,0,4.88507,31.65372,providerA,teamA
975,0,2.1704,35.40372,providerA,teamA
990,0,3.88029,39.30372,providerA,teamA
1005,0,0.66106,43.35372,providerA,teamA
1020,0,2.91833,47.55372,providerA,teamA
1035,0,4.83086,51.90372,providerA,teamA
1050,0,1.27298,56.40372,providerA,teamA
1065,0,2.60298,61.05372,providerA,teamA
1080,0,2.17692,65.85372,providerA,teamA
1095,0,4.25218,70.80372,providerA,teamA
1110,0,1.96384,75.90372,providerA,teamA
1125,0,1.25045,81.15372,providerA,teamA
1140,0,4.7701,86.55372,providerA,teamA
1155,0,0.17476,92.10372,providerA,teamA
1170,0,0.91229,97.80372,providerA,teamA
1185,0,1.81366,103.65372,providerA,teamA
1200,0,0.02042,109.65372,providerA,teamA
1215,0,1.46242,115.80372,providerA,teamA
1230,0,3.6415,122.10372,providerA,teamA
1245,0,2.77108,128.55372,providerA,teamA
1260,0,3.23536,135.15372,providerA,teamA
1275,0,1.08249,141.90372,providerA,teamA
1290,0,0.86756,148.80372,providerA,teamA
1305,0,0.81829,155.85372,providerA,teamA
1320,0,4.89671,163.05372,providerA,teamA
1335,0,2.12249,170.40372,providerA,teamA
1350,0,0.84896,177.90372,providerA,teamA
1365,0,1.25703,185.55372,providerA,teamA
1380,0,1.36852,193.35372,providerA,teamA
1395,0,4.197,201.30372,providerA,teamA
1410,0,3.45091,209.40372,providerA,teamA
1425,0,0.73,217.65372,providerA,teamA
0,0,4.0834,211.65372,providerA,teamA
15,0,0.61032,205.80372,providerA,teamA
30,0,2.58504,200.10372,providerA,teamA
45,0,1.69157,194.55372,providerA,teamA
60,0,1.54907,189.15372,providerA,teamA
75,0,0.11342,183.90372,providerA,teamA
90,0,1.86769,178.80372,providerA,teamA
105,0,3.02802,173.85372,providerA,teamA
120,1,1.56315,169.05372,providerA,teamA
15,0,3.87214,6.71588,providerA,teamA
30,0,4.65084,7.34057,providerA,teamA
45,0,2.22739,9.1074,providerA,teamA
60,0,4.80094,19.11988,providerA,teamA
75,0,4.16131,9.56391,providerA,teamA
90,0,2.02308,16.93887,providerA,teamA
105,0,4.71108,19.29381,providerA,teamA
120,0,4.18505,13.83617,providerA,teamA
135,0,4.86478,19.31158,providerA,teamA
150,0,3.25289,12.07592,providerA,teamA
165,0,2.90088,12.89667,providerA,teamA
180,0,2.08969,19.80923,providerA,teamA
195,0,3.125,18.91237,providerA,teamA
210,0,3.86468,11.57111,providerA,teamA
225,0,0.76346,16.95356,providerA,teamA
240,0,2.96567,4.41846,providerA,teamA
255,0,2.28227,11.49581,providerA,teamA
270,0,4.48038,17.6121,providerA,teamA
285,0,1.74579,8.05496,providerA,teamA
300,0,1.87467,7.23643,providerA,teamA
315,0,2.2562,17.9198,providerA,teamA
330,0,4.40472,18.91463,providerA,teamA
345,0,4.7006,7.44975,providerA,teamA
360,0,2.78246,8.12894,providerA,teamA
375,0,0.1567,8.09097,providerA,teamA
390,0,0.6121,5.80241,providerA,teamA
405,0,0.21366,12.29904,providerA,teamA
420,0,3.17293,18.0199,providerA,teamA
435,0,4.51531,17.64348,providerA,teamA
450,0,3.02576,12.66946,providerA,teamA
465,0,0.82834,17.52672,providerA,teamA
480,0,3.85199,8.623,providerA,teamA
495,0,4.28085,10.7521,providerA,teamA
510,0,2.15546,17.37039,providerA,teamA
525,0,2.61357,11.34801,providerA,teamA
540,0,2.70307,12.848,providerA,teamA
555,0,1.27541,16.65262,providerA,teamA
570,0,3.25491,13.88808,providerA,teamA
585,0,0.05095,6.39379,providerA,teamA
600,0,1.02558,19.09315,providerA,teamA
615,0,3.55201,19.24315,providerA,teamA
630,0,3.65008,19.54315,providerA,teamA
645,0,3.42331,19.99315,providerA,teamA
660,0,0.81719,20.59315,providerA,teamA
675,0,1.42585,21.34315,providerA,teamA
690,0,3.78719,22.24315,providerA,teamA
705,0,2.9712,23.29315,providerA,teamA
720,0,3.95517,24.49315,providerA,teamA
735,0,1.95067,25.84315,providerA,teamA
750,0,2.68975,27.34315,providerA,teamA
765,0,4.67728,28.99315,providerA,teamA
780,0,4.86682,30.79315,providerA,teamA
795,0,1.23754,32.74315,providerA,teamA
810,0,2.43069,34.84315,providerA,teamA
825,0,0.33207,37.09315,providerA,teamA
840,0,4.37162,39.49315,providerA,teamA
855,0,0.30408,42.04315,providerA,teamA
870,0,2.4346,44.74315,providerA,teamA
885,0,3.78777,47.59315,providerA,teamA
900,0,1.96255,50.59315,providerA,teamA
915,0,3.00068,53.74315,providerA,teamA
930,0,4.33096,57.04315,providerA,teamA
945,0,1.68551,60.49315,providerA,teamA
960,0,3.97341,64.09315,providerA,teamA
975,0,0.02248,67.84315,providerA,teamA
990,0,1.35899,71.74315,providerA,teamA
1005,0,3.16554,75.79315,providerA,teamA
1020,0,4.24622,79.99315,providerA,teamA
1035,0,1.71331,84.34315,providerA,teamA
1050,0,4.85774,88.84315,providerA,teamA
1065,0,2.88628,93.49315,providerA,teamA
